movieId,avg_rating,comment
150,3.845771144278607,不推荐
151,3.5454545454545454,不推荐
152,1.5,不推荐
153,2.9160583941605838,不推荐
154,3.875,不推荐
155,2.4166666666666665,不推荐
156,3.3333333333333335,不推荐
157,2.8636363636363638,不推荐
158,2.806451612903226,不推荐
159,2.892857142857143,不推荐
160,2.8771929824561404,不推荐
161,3.6359223300970873,不推荐
162,4.205882352941177,推荐
163,3.5606060606060606,不推荐
164,3.3214285714285716,不推荐
165,3.5555555555555554,不推荐
166,2.8333333333333335,不推荐
168,3.0833333333333335,不推荐
169,2.4,不推荐
170,3.2285714285714286,不推荐
171,3.8333333333333335,不推荐
172,2.6792452830188678,不推荐
173,2.6693548387096775,不推荐
174,2.7,不推荐
175,3.975,不推荐
176,4.3076923076923075,推荐
177,2.75,不推荐
178,1.0,不推荐
179,1.5,不推荐
180,3.4027777777777777,不推荐
181,2.264705882352941,不推荐
183,3.5,不推荐
184,3.5,不推荐
185,3.0401785714285716,不推荐
186,2.8229166666666665,不推荐
187,4.125,推荐
188,3.4583333333333335,不推荐
189,3.0,不推荐
190,2.8,不推荐
191,2.4166666666666665,不推荐
193,2.4714285714285715,不推荐
194,3.6666666666666665,不推荐
195,3.1,不推荐
196,2.6666666666666665,不推荐
198,3.25,不推荐
199,4.125,推荐
201,3.0,不推荐
202,3.0,不推荐
203,3.4318181818181817,不推荐
204,2.716666666666667,不推荐
205,3.1666666666666665,不推荐
206,3.0,不推荐
207,3.4285714285714284,不推荐
208,2.9130434782608696,不推荐
209,3.1666666666666665,不推荐
210,3.0,不推荐
211,3.5,不推荐
212,3.0,不推荐
213,3.8333333333333335,不推荐
214,4.0,不推荐
215,4.041666666666667,推荐
216,3.326530612244898,不推荐
217,2.3333333333333335,不推荐
218,3.4285714285714284,不推荐
219,3.0,不推荐
220,3.0,不推荐
222,3.75,不推荐
223,3.855769230769231,不推荐
224,3.6125,不推荐
225,3.5384615384615383,不推荐
227,2.8636363636363638,不推荐
228,2.3333333333333335,不推荐
229,3.4285714285714284,不推荐
230,3.3958333333333335,不推荐
231,3.0601503759398496,不推荐
232,3.892857142857143,不推荐
233,3.5,不推荐
234,2.588235294117647,不推荐
235,3.6785714285714284,不推荐
236,3.477777777777778,不推荐
237,3.340909090909091,不推荐
238,4.0,不推荐
239,3.0,不推荐
240,2.375,不推荐
241,4.0,不推荐
242,3.6,不推荐
243,3.0,不推荐
246,4.293103448275862,推荐
247,3.9285714285714284,不推荐
248,3.176470588235294,不推荐
249,3.7222222222222223,不推荐
250,2.5,不推荐
251,3.0,不推荐
252,3.453488372093023,不推荐
253,3.458715596330275,不推荐
254,3.0,不推荐
255,2.0714285714285716,不推荐
256,2.8285714285714287,不推荐
257,3.5,不推荐
258,2.6,不推荐
259,3.2,不推荐
260,4.231075697211155,推荐
261,3.880952380952381,不推荐
262,3.9047619047619047,不推荐
263,4.0,不推荐
265,3.9393939393939394,不推荐
266,3.3970588235294117,不推荐
267,2.9411764705882355,不推荐
269,3.0,不推荐
270,3.4,不推荐
271,3.5,不推荐
272,3.7580645161290325,不推荐
273,2.9464285714285716,不推荐
274,2.9285714285714284,不推荐
275,2.0,不推荐
276,3.25,不推荐
277,3.223684210526316,不推荐
278,1.5,不推荐
279,3.0,不推荐
280,4.076923076923077,推荐
281,3.7857142857142856,不推荐
282,3.3375,不推荐
283,3.6666666666666665,不推荐
284,4.5,推荐
285,4.0,不推荐
287,3.0,不推荐
288,3.233695652173913,不推荐
289,3.5625,不推荐
290,4.035714285714286,推荐
291,2.3333333333333335,不推荐
292,3.4257425742574257,不推荐
293,4.018796992481203,推荐
294,3.0,不推荐
295,3.0,不推荐
296,4.197068403908795,推荐
298,2.0,不推荐
299,4.0,不推荐
300,3.5185185185185186,不推荐
301,4.0,不推荐
302,3.2,不推荐
303,2.953125,不推荐
304,3.6666666666666665,不推荐
305,2.8333333333333335,不推荐
306,4.21875,推荐
307,3.8958333333333335,不推荐
308,4.025,推荐
310,3.0,不推荐
311,3.0,不推荐
312,1.4444444444444444,不推荐
313,3.3333333333333335,不推荐
314,3.75,不推荐
315,3.0789473684210527,不推荐
316,3.375,不推荐
317,3.2037037037037037,不推荐
318,4.429022082018927,推荐
319,3.6,不推荐
320,3.0,不推荐
321,4.0,不推荐
322,3.55,不推荐
324,4.0,不推荐
325,2.5,不推荐
326,4.0,不推荐
327,2.823529411764706,不推荐
328,3.15,不推荐
329,3.3935185185185186,不推荐
330,3.0,不推荐
331,3.0,不推荐
332,2.8333333333333335,不推荐
333,3.78,不推荐
334,4.2,推荐
335,3.5,不推荐
336,3.0,不推荐
337,3.7662337662337664,不推荐
338,2.8421052631578947,不推荐
339,3.4693877551020407,不推荐
340,3.4,不推荐
341,4.0,不推荐
342,3.272727272727273,不推荐
343,2.9,不推荐
344,3.040372670807453,不推荐
345,3.5972222222222223,不推荐
346,3.5,不推荐
347,3.5,不推荐
348,3.5833333333333335,不推荐
349,3.6045454545454545,不推荐
350,3.3859649122807016,不推荐
351,3.176470588235294,不推荐
352,2.5,不推荐
353,3.609375,不推荐
354,3.3333333333333335,不推荐
355,2.357142857142857,不推荐
356,4.164133738601824,推荐
357,3.5194174757281553,不推荐
358,2.6666666666666665,不推荐
359,3.0,不推荐
360,2.6875,不推荐
361,3.0588235294117645,不推荐
362,3.5294117647058822,不推荐
363,4.0,不推荐
364,3.941860465116279,不推荐
365,3.25,不推荐
366,2.9166666666666665,不推荐
367,3.1847133757961785,不推荐
368,3.5,不推荐
369,4.0,不推荐
370,3.060344827586207,不推荐
371,3.3095238095238093,不推荐
372,2.761904761904762,不推荐
373,3.6363636363636362,不推荐
374,2.2,不推荐
376,3.25,不推荐
377,3.5292397660818713,不推荐
378,2.7857142857142856,不推荐
379,2.5,不推荐
380,3.497191011235955,不推荐
381,3.8181818181818183,不推荐
382,3.15625,不推荐
383,3.0952380952380953,不推荐
384,3.25,不推荐
385,4.0,不推荐
386,3.0,不推荐
387,2.375,不推荐
388,3.0,不推荐
389,4.5,推荐
390,3.7,不推荐
391,4.5,推荐
393,2.5,不推荐
405,2.4166666666666665,不推荐
406,3.0,不推荐
407,3.4375,不推荐
408,3.0,不推荐
409,2.0,不推荐
410,3.1011904761904763,不推荐
412,3.5,不推荐
413,2.7884615384615383,不推荐
414,2.3333333333333335,不推荐
415,2.53125,不推荐
416,2.5,不推荐
417,3.6923076923076925,不推荐
418,3.0,不推荐
419,2.675,不推荐
420,2.7203389830508473,不推荐
421,3.2083333333333335,不推荐
422,3.2,不推荐
423,2.85,不推荐
424,1.8333333333333333,不推荐
425,3.75,不推荐
426,3.142857142857143,不推荐
427,2.5416666666666665,不推荐
428,3.7222222222222223,不推荐
429,2.0,不推荐
430,3.75,不推荐
431,3.738095238095238,不推荐
432,2.6454545454545455,不推荐
433,2.75,不推荐
434,3.0346534653465347,不推荐
435,2.4206349206349205,不推荐
436,2.5714285714285716,不推荐
437,2.1666666666666665,不推荐
438,2.7142857142857144,不推荐
440,3.5460526315789473,不推荐
441,3.9285714285714284,不推荐
442,3.0925925925925926,不推荐
444,2.3333333333333335,不推荐
445,3.0,不推荐
446,3.8333333333333335,不推荐
448,3.625,不推荐
449,1.0,不推荐
450,3.0,不推荐
451,4.0,不推荐
452,3.0,不推荐
453,2.8,不推荐
454,3.5346534653465347,不推荐
455,2.391891891891892,不推荐
456,3.75,不推荐
457,3.9921052631578946,不推荐
458,2.8,不推荐
459,2.25,不推荐
460,2.6666666666666665,不推荐
461,2.75,不推荐
464,2.9,不推荐
466,2.8666666666666667,不推荐
467,5.0,推荐
468,3.2045454545454546,不推荐
469,3.4,不推荐
470,1.0,不推荐
471,3.55,不推荐
472,2.5833333333333335,不推荐
473,1.8571428571428572,不推荐
474,3.692857142857143,不推荐
475,4.3,推荐
476,1.0,不推荐
477,3.3823529411764706,不推荐
478,2.5,不推荐
479,2.25,不推荐
480,3.75,不推荐
481,3.1578947368421053,不推荐
482,3.625,不推荐
484,3.0,不推荐
485,2.9339622641509435,不推荐
486,3.0,不推荐
487,2.5,不推荐
488,3.0,不推荐
489,2.8636363636363638,不推荐
490,3.0,不推荐
491,3.2941176470588234,不推荐
492,3.75,不推荐
493,3.6666666666666665,不推荐
494,3.3780487804878048,不推荐
495,5.0,推荐
496,5.0,推荐
497,3.813953488372093,不推荐
499,2.5,不推荐
500,3.388888888888889,不推荐
501,3.6666666666666665,不推荐
502,2.3666666666666667,不推荐
504,3.0,不推荐
505,2.2142857142857144,不推荐
506,4.5,推荐
507,3.3846153846153846,不推荐
508,3.6136363636363638,不推荐
509,3.540983606557377,不推荐
510,3.0,不推荐
511,3.0,不推荐
512,3.0,不推荐
513,3.375,不推荐
514,3.4166666666666665,不推荐
515,3.6041666666666665,不推荐
516,3.0555555555555554,不推荐
517,3.2777777777777777,不推荐
518,2.375,不推荐
519,2.4047619047619047,不推荐
520,3.130434782608696,不推荐
521,3.1666666666666665,不推荐
522,3.2857142857142856,不推荐
523,3.5,不推荐
524,3.485294117647059,不推荐
526,4.0,不推荐
527,4.225,推荐
528,2.3333333333333335,不推荐
529,3.875,不推荐
531,3.25,不推荐
532,3.0,不推荐
533,2.888888888888889,不推荐
534,3.607142857142857,不推荐
535,3.2666666666666666,不推荐
536,3.3333333333333335,不推荐
537,3.1666666666666665,不推荐
538,3.5833333333333335,不推荐
539,3.4716981132075473,不推荐
540,2.6666666666666665,不推荐
541,4.100806451612903,推荐
542,2.7857142857142856,不推荐
543,3.317073170731707,不推荐
544,2.4375,不推荐
546,2.0,不推荐
547,3.25,不推荐
548,2.75,不推荐
549,4.5,推荐
550,3.4,不推荐
551,3.553763440860215,不推荐
552,3.262295081967213,不推荐
553,3.8153846153846156,不推荐
555,3.8,不推荐
556,3.3333333333333335,不推荐
558,2.9375,不推荐
562,3.5434782608695654,不推荐
563,4.0,不推荐
564,1.5,不推荐
567,2.0,不推荐
568,3.5,不推荐
569,2.6666666666666665,不推荐
573,3.5,不推荐
574,3.25,不推荐
575,2.65625,不推荐
577,2.125,不推荐
579,3.0,不推荐
580,2.8,不推荐
581,4.0,不推荐
583,4.0,不推荐
585,2.736111111111111,不推荐
586,2.9956896551724137,不推荐
587,3.4347826086956523,不推荐
588,3.7923497267759565,不推荐
589,3.970982142857143,不推荐
590,3.8353658536585367,不推荐
592,3.4285714285714284,不推荐
593,4.161290322580645,推荐
594,3.616883116883117,不推荐
595,3.7705479452054793,不推荐
596,3.45,不推荐
597,3.4851851851851854,不推荐
599,3.8181818181818183,不推荐
600,4.0,不推荐
602,4.0,不推荐
605,3.0,不推荐
606,3.0,不推荐
608,4.116022099447513,推荐
609,3.5714285714285716,不推荐
610,3.5454545454545454,不推荐
611,2.4166666666666665,不推荐
612,2.5,不推荐
613,3.1875,不推荐
615,3.0,不推荐
616,3.411111111111111,不推荐
617,2.8333333333333335,不推荐
618,3.0,不推荐
619,2.6,不推荐
626,5.0,推荐
627,3.3333333333333335,不推荐
628,3.642857142857143,不推荐
631,3.1818181818181817,不推荐
632,4.0,不推荐
633,5.0,推荐
634,2.25,不推荐
635,3.0,不推荐
636,3.0,不推荐
637,3.0454545454545454,不推荐
638,3.0,不推荐
639,3.0,不推荐
640,2.6818181818181817,不推荐
645,3.5,不推荐
647,3.3275862068965516,不推荐
648,3.537037037037037,不推荐
649,3.0,不推荐
650,3.0,不推荐
653,3.0923076923076924,不推荐
656,3.0,不推荐
661,3.4489795918367347,不推荐
662,3.2857142857142856,不推荐
663,3.2916666666666665,不推荐
665,4.333333333333333,推荐
667,2.8125,不推荐
668,4.25,推荐
670,4.75,推荐
671,3.486111111111111,不推荐
673,2.707547169811321,不推荐
674,3.1666666666666665,不推荐
678,3.8333333333333335,不推荐
679,4.0,不推荐
680,4.125,推荐
685,4.0,不推荐
688,2.3333333333333335,不推荐
691,3.3333333333333335,不推荐
692,2.0,不推荐
694,2.9545454545454546,不推荐
695,4.0,不推荐
697,2.7,不推荐
698,1.0,不推荐
700,3.2142857142857144,不推荐
703,2.0,不推荐
704,2.5714285714285716,不推荐
706,3.0,不推荐
707,2.880952380952381,不推荐
708,3.3879310344827585,不推荐
709,3.090909090909091,不推荐
710,2.5625,不推荐
711,3.05,不推荐
714,3.966666666666667,不推荐
715,3.6666666666666665,不推荐
718,4.125,推荐
719,2.842857142857143,不推荐
720,4.092592592592593,推荐
722,4.0,不推荐
724,3.032258064516129,不推荐
725,2.5,不推荐
726,3.0,不推荐
728,3.5,不推荐
731,3.3333333333333335,不推荐
733,3.6404958677685952,不推荐
735,3.9285714285714284,不推荐
736,3.321138211382114,不推荐
737,2.65,不推荐
741,4.148148148148148,推荐
742,2.8181818181818183,不推荐
743,2.5172413793103448,不推荐
745,3.8958333333333335,不推荐
747,3.3333333333333335,不推荐
748,3.1136363636363638,不推荐
750,4.268041237113402,推荐
757,4.0,不推荐
759,3.5,不推荐
760,4.25,推荐
761,2.789473684210526,不推荐
762,2.4146341463414633,不推荐
764,3.5,不推荐
765,3.1578947368421053,不推荐
766,3.5,不推荐
773,3.5,不推荐
775,3.0,不推荐
778,4.03921568627451,推荐
779,4.0,不推荐
780,3.4455445544554455,不推荐
781,3.5,不推荐
782,3.0,不推荐
783,3.3297872340425534,不推荐
784,2.8055555555555554,不推荐
785,3.369047619047619,不推荐
786,3.109375,不推荐
788,2.731707317073171,不推荐
790,2.0,不推荐
791,4.0,不推荐
795,3.5,不推荐
798,2.7083333333333335,不推荐
799,3.4565217391304346,不推荐
800,4.157894736842105,推荐
801,3.1363636363636362,不推荐
802,3.3369565217391304,不推荐
803,4.0,不推荐
804,3.25,不推荐
805,3.657142857142857,不推荐
806,1.5,不推荐
808,3.5,不推荐
809,2.3333333333333335,不推荐
810,2.25,不推荐
813,2.8,不推荐
818,3.25,不推荐
823,3.5,不推荐
824,4.0,不推荐
828,3.3333333333333335,不推荐
829,2.6666666666666665,不推荐
830,3.0714285714285716,不推荐
832,3.3378378378378377,不推荐
833,2.0,不推荐
835,3.6666666666666665,不推荐
836,2.8823529411764706,不推荐
837,3.272727272727273,不推荐
838,3.9166666666666665,不推荐
839,2.8333333333333335,不推荐
840,3.375,不推荐
841,3.0,不推荐
842,2.5416666666666665,不推荐
848,3.2857142857142856,不推荐
849,2.9204545454545454,不推荐
851,2.8333333333333335,不推荐
852,3.1744186046511627,不推荐
858,4.2890625,推荐
861,3.8333333333333335,不推荐
866,4.0,不推荐
867,1.75,不推荐
869,3.6666666666666665,不推荐
870,1.0,不推荐
875,3.5,不推荐
876,5.0,推荐
879,3.0,不推荐
880,2.740740740740741,不推荐
881,2.1,不推荐
882,2.0,不推荐
885,2.5,不推荐
886,2.6666666666666665,不推荐
888,2.1666666666666665,不推荐
889,4.0,不推荐
891,3.8,不推荐
892,3.5384615384615383,不推荐
893,3.6666666666666665,不推荐
896,2.5,不推荐
897,3.75,不推荐
898,4.310344827586207,推荐
899,4.074468085106383,推荐
900,3.7083333333333335,不推荐
901,3.0,不推荐
902,3.8472222222222223,不推荐
903,4.025,推荐
904,4.261904761904762,推荐
905,4.321428571428571,推荐
906,4.142857142857143,推荐
907,3.5,不推荐
908,4.184210526315789,推荐
909,3.962962962962963,不推荐
910,4.01,推荐
911,3.8076923076923075,不推荐
912,4.24,推荐
913,4.170454545454546,推荐
914,4.042857142857143,推荐
915,3.7666666666666666,不推荐
916,4.0576923076923075,推荐
917,3.5,不推荐
918,4.1,推荐
919,3.880434782608696,不推荐
920,3.6444444444444444,不推荐
921,3.388888888888889,不推荐
922,4.333333333333333,推荐
923,4.043478260869565,推荐
924,3.8944954128440368,不推荐
926,4.229166666666667,推荐
927,4.0,不推荐
928,4.166666666666667,推荐
929,3.5,不推荐
930,4.25,推荐
931,3.8333333333333335,不推荐
932,3.9375,不推荐
933,4.217391304347826,推荐
934,3.25,不推荐
935,3.8333333333333335,不推荐
936,4.0,不推荐
937,3.5,不推荐
938,3.25,不推荐
940,4.0,不推荐
941,3.75,不推荐
942,4.333333333333333,推荐
943,3.9285714285714284,不推荐
944,4.0,不推荐
945,4.071428571428571,推荐
946,2.5,不推荐
947,3.75,不推荐
948,3.9166666666666665,不推荐
949,3.9166666666666665,不推荐
950,3.857142857142857,不推荐
951,4.392857142857143,推荐
952,3.625,不推荐
953,4.0344827586206895,推荐
954,4.083333333333333,推荐
955,3.861111111111111,不推荐
956,4.0,不推荐
959,3.5,不推荐
961,4.0,不推荐
963,3.0,不推荐
965,4.045454545454546,推荐
968,3.75,不推荐
969,3.9705882352941178,不推荐
970,3.5,不推荐
971,4.1,推荐
973,3.9,不推荐
976,3.0,不推荐
979,3.0,不推荐
981,3.0,不推荐
982,3.0,不推荐
984,3.5,不推荐
986,3.5384615384615383,不推荐
987,3.0,不推荐
988,3.0,不推荐
990,2.9,不推荐
991,3.3181818181818183,不推荐
993,3.0,不推荐
994,4.181818181818182,推荐
996,2.5,不推荐
998,3.0,不推荐
999,3.0416666666666665,不推荐
1003,2.5,不推荐
1004,3.0,不推荐
1005,2.1875,不推荐
1006,3.5,不推荐
1007,2.6,不推荐
1008,3.0,不推荐
1009,3.0555555555555554,不推荐
1010,3.0555555555555554,不推荐
1011,2.9375,不推荐
1012,3.4444444444444446,不推荐
1013,3.2083333333333335,不推荐
1014,2.9,不推荐
1015,2.95,不推荐
1016,2.9,不推荐
1017,3.5,不推荐
1018,2.4166666666666665,不推荐
1019,3.4705882352941178,不推荐
1020,3.081081081081081,不推荐
1021,2.3333333333333335,不推荐
1022,3.488095238095238,不推荐
1023,3.6153846153846154,不推荐
1024,3.6666666666666665,不推荐
1025,3.58,不推荐
1027,3.017857142857143,不推荐
1028,3.887323943661972,不推荐
1029,3.3857142857142857,不推荐
1030,2.7666666666666666,不推荐
1031,3.4791666666666665,不推荐
1032,3.375,不推荐
1033,3.575,不推荐
1034,3.1,不推荐
1035,3.9375,不推荐
1036,3.8620689655172415,不推荐
1037,2.7708333333333335,不推荐
1040,3.0,不推荐
1041,4.590909090909091,推荐
1042,3.2738095238095237,不推荐
1043,2.4,不推荐
1046,4.5,推荐
1047,3.3181818181818183,不推荐
1049,3.4761904761904763,不推荐
1050,3.9,不推荐
1051,4.0,不推荐
1053,3.0,不推荐
1054,2.0,不推荐
1055,1.5,不推荐
1056,3.0714285714285716,不推荐
1057,3.466666666666667,不推荐
1059,3.7222222222222223,不推荐
1060,3.6944444444444446,不推荐
1061,3.6724137931034484,不推荐
1064,3.1538461538461537,不推荐
1066,4.5,推荐
1068,3.5,不推荐
1073,3.8739495798319328,不推荐
1077,3.75,不推荐
1078,3.409090909090909,不推荐
1079,3.9225352112676055,不推荐
1080,3.9269662921348316,不推荐
1081,3.5416666666666665,不推荐
1082,3.5833333333333335,不推荐
1083,3.3333333333333335,不推荐
1084,4.071428571428571,推荐
1085,3.5,不推荐
1086,4.1,推荐
1088,3.369047619047619,不推荐
1089,4.202290076335878,推荐
1090,3.984126984126984,不推荐
1091,2.5476190476190474,不推荐
1092,3.1914893617021276,不推荐
1093,3.4054054054054053,不推荐
1094,3.4404761904761907,不推荐
1095,3.6666666666666665,不推荐
1096,4.05,推荐
1097,3.7663934426229506,不推荐
1099,3.375,不推荐
1100,2.710526315789474,不推荐
1101,3.3012048192771086,不推荐
1103,4.1,推荐
1104,4.475,推荐
1105,4.666666666666667,推荐
1107,2.0,不推荐
1111,4.125,推荐
1112,4.5,推荐
1114,3.0,不推荐
1116,4.0,不推荐
1117,3.5,不推荐
1119,3.0,不推荐
1120,3.537037037037037,不推荐
1121,4.0,不推荐
1123,4.25,推荐
1124,3.6538461538461537,不推荐
1125,3.6875,不推荐
1126,2.8333333333333335,不推荐
1127,3.475806451612903,不推荐
1128,2.5,不推荐
1129,3.448717948717949,不推荐
1130,2.9,不推荐
1131,4.090909090909091,推荐
1132,4.0625,推荐
1135,3.1153846153846154,不推荐
1136,4.161764705882353,推荐
1137,4.0,不推荐
1140,5.0,推荐
1144,4.0,不推荐
1147,3.9,不推荐
1148,4.035714285714286,推荐
1150,4.333333333333333,推荐
1151,5.0,推荐
1156,3.5,不推荐
1161,3.6666666666666665,不推荐
1162,3.0,不推荐
1163,1.0,不推荐
1167,3.5,不推荐
1170,2.5,不推荐
1171,3.3529411764705883,不推荐
1172,4.161764705882353,推荐
1173,3.1363636363636362,不推荐
1175,3.8333333333333335,不推荐
1176,4.0,不推荐
1177,4.0,不推荐
1178,4.541666666666667,推荐
1179,3.6296296296296298,不推荐
1180,3.0,不推荐
1183,3.7111111111111112,不推荐
1184,3.9285714285714284,不推荐
1185,3.95,不推荐
1186,3.5869565217391304,不推荐
1187,3.6,不推荐
1188,3.659090909090909,不推荐
1189,4.0,不推荐
1190,3.1666666666666665,不推荐
1191,3.5,不推荐
1192,4.5,推荐
1193,4.203007518796992,推荐
1194,3.590909090909091,不推荐
1196,4.2156398104265405,推荐
1197,4.232394366197183,推荐
1198,4.2075,推荐
1199,4.177966101694915,推荐
1200,3.9642857142857144,不推荐
1201,4.145833333333333,推荐
1202,3.857142857142857,不推荐
1203,4.149122807017544,推荐
1204,4.3,推荐
1206,3.995833333333333,不推荐
1207,4.120689655172414,推荐
1208,4.219626168224299,推荐
1209,4.305555555555555,推荐
1210,4.137755102040816,推荐
1211,3.8846153846153846,不推荐
1212,4.229166666666667,推荐
1213,4.25,推荐
1214,3.969178082191781,不推荐
1215,4.03921568627451,推荐
1216,3.4545454545454546,不推荐
1217,4.433333333333334,推荐
1218,4.0,不推荐
1219,4.036144578313253,推荐
1220,3.8095238095238093,不推荐
1221,4.25968992248062,推荐
1222,4.098039215686274,推荐
1223,4.089285714285714,推荐
1224,4.0,不推荐
1225,4.184210526315789,推荐
1226,3.5,不推荐
1227,4.0625,推荐
1228,4.1875,推荐
1230,3.8706896551724137,不推荐
1231,3.8636363636363638,不推荐
1232,3.625,不推荐
1233,4.2125,推荐
1234,3.9765625,不推荐
1235,4.288461538461538,推荐
1236,4.333333333333333,推荐
1237,4.222222222222222,推荐
1238,4.055555555555555,推荐
1240,3.8969465648854964,不推荐
1241,4.05,推荐
1242,4.170731707317073,推荐
1243,3.96875,不推荐
1244,4.106060606060606,推荐
1245,4.225,推荐
1246,3.9593023255813953,不推荐
1247,4.063291139240507,推荐
1248,4.264705882352941,推荐
1249,4.071428571428571,推荐
1250,4.122222222222222,推荐
1251,4.071428571428571,推荐
1252,4.211864406779661,推荐
1253,3.82,不推荐
1254,3.65625,不推荐
1255,3.0,不推荐
1256,3.8043478260869565,不推荐
1257,3.685185185185185,不推荐
1258,4.08256880733945,推荐
1259,4.0054945054945055,推荐
1260,3.7333333333333334,不推荐
1261,4.044117647058823,推荐
1262,4.127906976744186,推荐
1263,3.8255813953488373,不推荐
1264,3.8,不推荐
1265,3.944055944055944,不推荐
1266,4.111111111111111,推荐
1267,4.25,推荐
1268,3.611111111111111,不推荐
1269,3.8793103448275863,不推荐
1270,4.038011695906433,推荐
1271,3.5,不推荐
1272,4.121212121212121,推荐
1273,4.045454545454546,推荐
1274,3.7435897435897436,不推荐
1275,3.7291666666666665,不推荐
1276,4.271929824561403,推荐
1277,4.125,推荐
1278,3.9927536231884058,不推荐
1279,4.125,推荐
1280,4.333333333333333,推荐
1281,4.133333333333334,推荐
1282,3.7830188679245285,不推荐
1283,4.2105263157894735,推荐
1284,4.142857142857143,推荐
1285,3.731707317073171,不推荐
1286,3.0714285714285716,不推荐
1287,3.9411764705882355,不推荐
1288,4.015151515151516,推荐
1289,3.8636363636363638,不推荐
1290,3.35,不推荐
1291,4.046428571428572,推荐
1292,3.95,不推荐
1293,3.8333333333333335,不推荐
1295,3.227272727272727,不推荐
1296,3.7058823529411766,不推荐
1297,3.675,不推荐
1298,3.760869565217391,不推荐
1299,4.017857142857143,推荐
1300,4.166666666666667,推荐
1301,3.8076923076923075,不推荐
1302,3.517857142857143,不推荐
1303,4.029411764705882,推荐
1304,3.943548387096774,不推荐
1305,3.5,不推荐
1306,2.7,不推荐
1307,3.8588235294117648,不推荐
1310,5.0,推荐
1312,2.5,不推荐
1318,2.0,不推荐
1320,3.148936170212766,不推荐
1321,3.4130434782608696,不推荐
1322,1.5,不推荐
1323,1.6666666666666667,不推荐
1324,1.1666666666666667,不推荐
1325,1.25,不推荐
1326,1.125,不推荐
1327,2.6333333333333333,不推荐
1328,0.75,不推荐
1329,2.75,不推荐
1330,1.5,不推荐
1331,2.0,不推荐
1332,3.6666666666666665,不推荐
1333,3.602272727272727,不推荐
1334,3.0,不推荐
1335,1.0,不推荐
1336,1.0,不推荐
